	Word	PoS		Freq	Ra	Disp
	@	@	nose	43	98	0.90
	@	@	noses	4	93	0.92
	not	Neg	%	7995	100	0.94
	@	@	~n~*	42	50	0.59
	@	@	~n't	3328	100	0.87
	@	@	not	4626	100	0.98
	notable	Adj	:	16	93	0.92
	notably	Adv	:	24	92	0.90
	note	NoC	%	117	100	0.95
	@	@	note	60	100	0.95
	@	@	notes	57	100	0.93
	note	Verb	%	126	100	0.93
	@	@	note	46	99	0.91
	@	@	noted	61	100	0.93
	@	@	notes	9	92	0.91
	@	@	noting	10	94	0.93
	notebook	NoC	%	11	90	0.87
	@	@	notebook	8	83	0.86
	@	@	notebooks	3	70	0.80
	nothing	Pron	:	341	100	0.93
	notice	NoC	%	62	100	0.84
	@	@	notice	56	100	0.84
	@	@	notices	5	94	0.86
	notice	Verb	%	96	100	0.93
	@	@	notice	36	100	0.94
	@	@	noticed	53	99	0.91
	@	@	notices	2	87	0.89
	@	@	noticing	5	86	0.88
	notion	NoC	%	46	99	0.91
	@	@	notion	36	99	0.91
	@	@	notions	10	92	0.90
	Nottingham	NoP	:	21	93	0.87
	Nov	NoP	%	34	58	0.51
	@	@	Nov	5	51	0.40
	@	@	Nov.	29	21	0.43
	novel	Adj	:	11	91	0.91
	novel	NoC	%	43	97	0.86
	@	@	novel	31	97	0.86
	@	@	novels	13	88	0.85
	November	NoP	:	94	100	0.90
	now	Adv	:	1382	100	0.95
	now that	Conj	:	30	100	0.94
	nowadays	Adv	:	16	99	0.94
	nowhere	Adv	:	24	99	0.94
	NT	NoP	%	14	28	0.36
	@	@	NT	14	26	0.36
	nuclear	Adj	:	81	99	0.83
	nuisance	NoC	%	11	97	0.77
	@	@	nuisance	10	97	0.77
	@	@	nuisances	1	33	0.75
	number	NoC	%	606	100	0.95
	@	@	number	493	100	0.95
	@	@	numbers	113	100	0.94
	numerous	Adj	:	32	99	0.93
	nurse	NoC	%	57	100	0.89
	@	@	nurse	32	100	0.89
	@	@	nurses	25	99	0.87
	nursery	NoC	%	21	100	0.91
	@	@	nurseries	3	71	0.87
	@	@	nursery	18	100	0.91
	nursing	Adj	:	12	91	0.81
	nursing	NoC	:	13	98	0.87
	nut	NoC	%	15	100	0.90
	@	@	nut	7	92	0.85
	@	@	nuts	9	96	0.91
	O / o	Lett	:	46	99	0.82
	o'clock	Adv	:	47	98	0.87
	oak	NoC	%	19	99	0.92
	@	@	oak	16	99	0.93
	@	@	oaks	3	68	0.83
	obey	Verb	%	12	99	0.91
	@	@	obey	7	97	0.90
	@	@	obeyed	2	57	0.84
	@	@	obeying	2	67	0.89
	@	@	obeys	0	28	0.80
	object	NoC	%	97	100	0.90
	@	@	object	53	99	0.89
	@	@	objects	45	100	0.90
	object	Verb	%	20	100	0.94
	@	@	object	10	100	0.90
	@	@	objected	7	99	0.94
	@	@	objecting	1	59	0.87
	@	@	objects	1	60	0.88
	objection	NoC	%	26	100	0.93
	@	@	objection	13	98	0.91
	@	@	objections	13	100	0.93
	objective	Adj	:	17	93	0.89
	objective	NoC	%	73	98	0.90
	@	@	objective	29	96	0.92
	@	@	objectives	43	88	0.89
	obligation	NoC	%	41	99	0.83
	@	@	obligation	22	99	0.83
	@	@	obligations	19	94	0.82
	obliged	Adj	:	17	99	0.94
	obscure	Verb	%	10	97	0.93
	@	@	obscure	4	87	0.92
	@	@	obscured	5	87	0.92
	@	@	obscures	1	53	0.87
	@	@	obscuring	1	56	0.87
	observation	NoC	%	50	99	0.89
	@	@	observation	29	99	0.87
	@	@	observations	22	94	0.89
	observe	Verb	%	75	99	0.93
	@	@	observe	17	98	0.92
	@	@	observed	46	97	0.92
	@	@	observes	4	71	0.87
	@	@	observing	8	99	0.93
	observer	NoC	%	31	100	0.89
	@	@	observer	17	99	0.91
	@	@	observers	14	90	0.84
	obstacle	NoC	%	14	97	0.94
	@	@	obstacle	6	94	0.93
	@	@	obstacles	8	94	0.93
	obtain	Verb	%	127	100	0.90
	@	@	obtain	46	97	0.91
	@	@	obtained	63	97	0.89
	@	@	obtaining	16	88	0.89
	@	@	obtains	3	63	0.83
	obvious	Adj	:	85	100	0.96
	obviously	Adv	:	110	99	0.93
	occasion	NoC	%	91	100	0.96
	@	@	occasion	53	100	0.96
	@	@	occasions	39	100	0.96
	occasional	Adj	:	26	100	0.95
	occasionally	Adv	:	40	99	0.95
	occupation	NoC	%	32	100	0.90
	@	@	occupation	23	100	0.91
	@	@	occupations	9	85	0.85
	occupational	Adj	:	17	92	0.86
	occupy	Verb	%	45	100	0.95
	@	@	occupied	26	100	0.95
	@	@	occupies	4	78	0.91
	@	@	occupy	11	99	0.93
	@	@	occupying	4	92	0.92
	occur	Verb	%	157	100	0.93
	@	@	occur	56	100	0.91
	@	@	occurred	55	100	0.93
	@	@	occurring	13	88	0.91
	@	@	occurs	33	95	0.91
	occurrence	NoC	%	14	96	0.88
	@	@	occurrence	11	94	0.88
	@	@	occurrences	3	66	0.82
	ocean	NoC	%	25	100	0.89
	@	@	ocean	20	98	0.89
	@	@	oceans	5	73	0.83
	Oct	NoP	%	37	54	0.51
	@	@	Oct	5	48	0.50
	@	@	Oct.	32	22	0.43
	October	NoP	:	106	100	0.89
	odd	Adj	:	45	100	0.93
	odds	NoC	:	15	100	0.94
	of*	Prep	:	29391	100	0.97
	of course	Adv	%	310	100	0.94
	@	@	of course	310	100	0.94
	off	Adv	:	486	100	0.94
	off	Prep	:	214	100	0.95
	offence	NoC	%	61	100	0.85
	@	@	offence	37	99	0.83
	@	@	offences	24	94	0.85
	offender	NoC	%	19	88	0.80
	@	@	offender	6	76	0.68
	@	@	offenders	13	81	0.83
	offer	NoC	%	73	100	0.90
	@	@	offer	60	100	0.89
	@	@	offers	13	100	0.91
	offer	Verb	%	293	100	0.95
	@	@	offer	99	100	0.95
	@	@	offered	106	100	0.96
	@	@	offering	42	100	0.94
	@	@	offers	46	98	0.91
	offering	NoC	%	13	98	0.83
	@	@	offering	9	96	0.83
	@	@	offerings	5	82	0.83
	office	NoC	%	300	100	0.96
	@	@	office	257	100	0.96
	@	@	offices	44	100	0.94
	officer	NoC	%	181	100	0.94
	@	@	officer	92	100	0.95
	@	@	officers	89	100	0.92
	official	Adj	:	77	100	0.91
	official	NoC	%	83	98	0.87
	@	@	official	21	98	0.86
	@	@	officials	62	96	0.87
	officially	Adv	:	18	100	0.91
	offset	Verb	%	10	91	0.91
	@	@	offset	9	88	0.91
	@	@	offsets	0	29	0.80
	@	@	offsetting	0	31	0.83
	often	Adv	:	376	100	0.94
	oh	Int	:	684	99	0.70
	oil	NoC	%	110	100	0.90
	@	@	oil	102	100	0.90
	@	@	oils	8	86	0.74
	OK*	Adj	%	12	95	0.88
	@	@	O.K.	1	30	0.74
	@	@	OK	11	95	0.88
	OK*	Adv	%	19	91	0.86
	@	@	O.K.	1	29	0.71
	@	@	OK	18	89	0.85
	okay*	Adj	:	17	75	0.76
	okay*	Adv	:	105	76	0.68
	old	Adj	%	648	100	0.95
	@	@	old	544	100	0.95
	@	@	older	90	100	0.92
	@	@	oldest	15	100	0.94
	old-fashioned	Adj	:	12	98	0.92
	Oliver	NoP	%	23	97	0.76
	@	@	Oliver	23	96	0.76
	Olympic	Adj	:	13	81	0.81
	omit	Verb	%	15	96	0.90
	@	@	omit	2	69	0.90
	@	@	omits	1	41	0.84
	@	@	omitted	11	94	0.88
	@	@	omitting	1	59	0.88
	on	Adv	:	756	100	0.93
	on	Prep	:	6475	100	0.97
	on behalf of	Prep	:	27	98	0.91
	on board	Adv	:	14	98	0.94
	on the part of	Prep	:	15	93	0.91
	on to	Prep	:	92	100	0.94
	on top of	Prep	:	26	100	0.95
	once	Adv	:	183	100	0.96
	once	Conj	:	90	100	0.97
	once again	Adv	:	37	100	0.96
	once more	Adv	:	24	100	0.90
	one	NoC	:	118	100	0.93
	one	Num	:	1962	100	0.97
	one	Pron	:	953	100	0.93
	one another	Pron	:	28	100	0.94
	onion	NoC	%	12	91	0.85
	@	@	onion	7	77	0.81
	@	@	onions	6	75	0.87
	only	Adj	:	231	100	0.98
	only	Adv	:	1298	100	0.98
	onto	Prep	:	62	99	0.94
	onwards	Adv	:	14	100	0.92
	ooh	Int	:	46	64	0.58
	open	Adj	:	219	100	0.95
	open	Verb	%	235	100	0.95
	@	@	open	76	100	0.96
	@	@	opened	115	100	0.93
	@	@	opening	26	100	0.96
	@	@	opens	17	100	0.93
	opening	NoC	%	54	100	0.94
	@	@	opening	50	100	0.94
	@	@	openings	4	84	0.89
	openly	Adv	:	12	98	0.94
	opera	NoC	%	26	96	0.88
	@	@	opera	23	95	0.88
	@	@	operas	3	60	0.82
	operate	Verb	%	103	100	0.94
	@	@	operate	40	100	0.94
	@	@	operated	21	99	0.93
	@	@	operates	15	89	0.92
	@	@	operating	27	99	0.93
	operating	NoC	:	31	100	0.75
	operation	NoC	%	161	100	0.93
	@	@	operation	100	100	0.93
	@	@	operations	60	100	0.91
	operational	Adj	:	17	92	0.90
	operator	NoC	%	30	99	0.90
	@	@	operator	15	96	0.89
	@	@	operators	15	93	0.89
	opinion	NoC	%	93	100	0.94
	@	@	opinion	75	100	0.94
	@	@	opinions	18	99	0.94
	opponent	NoC	%	31	98	0.88
	@	@	opponent	15	95	0.78
	@	@	opponents	16	91	0.91
	opportunity	NoC	%	161	100	0.94
	@	@	opportunities	58	100	0.92
	@	@	opportunity	103	100	0.95
	oppose	Verb	%	33	97	0.90
	@	@	oppose	9	90	0.91
	@	@	opposed	19	94	0.88
	@	@	opposes	2	57	0.85
	@	@	opposing	4	81	0.90
	opposite	Adj	:	32	100	0.96
	opposite	NoC	%	11	99	0.94
	@	@	opposite	9	99	0.95
	@	@	opposites	2	62	0.82
	opposite	Prep	:	12	97	0.92
	opposition	NoC	%	92	99	0.81
	@	@	opposition	91	99	0.81
	@	@	oppositions	1	37	0.77
	opt	Verb	%	18	98	0.92
	@	@	opt	7	92	0.92
	@	@	opted	6	95	0.93
	@	@	opting	4	83	0.86
	@	@	opts	1	36	0.84
	optimistic	Adj	:	12	98	0.93
	option	NoC	%	92	100	0.85
	@	@	option	54	100	0.78
	@	@	options	38	100	0.91
	or	Conj	:	3707	100	0.96
	oral	Adj	:	21	90	0.79
	orange	Adj	:	14	97	0.92
	orange	NoC	%	17	98	0.91
	@	@	orange	13	97	0.91
	@	@	oranges	4	83	0.88
	orchestra	NoC	%	17	93	0.82
	@	@	orchestra	15	93	0.82
	@	@	orchestras	2	46	0.79
	order	NoC	%	250	100	0.91
	@	@	order	197	100	0.90
	@	@	orders	52	100	0.94
	order	Verb	%	76	100	0.94
	@	@	order	18	100	0.90
	@	@	ordered	49	100	0.93
	@	@	ordering	7	100	0.92
	@	@	orders	2	73	0.88
	ordinary	Adj	:	68	100	0.95
	organ	NoC	%	24	100	0.91
	@	@	organ	13	98	0.91
	@	@	organs	10	94	0.90
	organic	Adj	:	21	92	0.88
	organisation	NoC	%	134	98	0.90
	@	@	organisation	83	98	0.89
	@	@	organisations	51	89	0.89
	organisational	Adj	:	10	75	0.80
	organise	Verb	%	56	100	0.92
	@	@	organise	13	98	0.93
	@	@	organised	32	100	0.91
	@	@	organises	1	48	0.84
	@	@	organising	10	96	0.92
	organiser	NoC	%	17	88	0.85
	@	@	organiser	6	78	0.83
	@	@	organisers	11	78	0.85
	organism	NoC	%	18	79	0.84
	@	@	organism	8	73	0.84
	@	@	organisms	10	71	0.82
	organization	NoC	%	93	96	0.85
	@	@	organization	63	94	0.85
	@	@	organizations	30	83	0.85
	organize	Verb	%	34	96	0.91
	@	@	organize	8	90	0.89
	@	@	organized	20	95	0.90
	@	@	organizes	1	43	0.85
	@	@	organizing	6	84	0.90
	orientation	NoC	%	12	82	0.87
	@	@	orientation	11	81	0.86
	@	@	orientations	2	42	0.82
	origin	NoC	%	48	99	0.92
	@	@	origin	29	98	0.91
	@	@	origins	18	94	0.91
	original	Adj	:	108	100	0.94
	originally	Adv	:	45	100	0.94
	originate	Verb	%	15	93	0.92
	@	@	originate	2	73	0.90
	@	@	originated	7	87	0.91
	@	@	originates	2	64	0.89
	@	@	originating	3	68	0.86
	orthodox	Adj	:	12	95	0.90
	other	Adj	:	1336	100	0.97
	other	NoC	%	367	100	0.97
	@	@	other	85	100	0.97
	@	@	others	282	100	0.96
	other than	Prep	:	43	100	0.94
	otherwise	Adv	:	88	100	0.95
	ought	VMod	:	61	100	0.93
	our	Det	:	950	100	0.96
	ours	Pron	:	17	99	0.88
	ourselves	Pron	:	45	100	0.94
	out	Adv	:	1542	100	0.96
	out of	Prep	:	491	100	0.95
	outbreak	NoC	%	12	94	0.90
	@	@	outbreak	10	93	0.89
	@	@	outbreaks	2	68	0.85
	outcome	NoC	%	46	100	0.92
	@	@	outcome	37	100	0.93
	@	@	outcomes	9	69	0.86
	outdoor	Adj	:	11	92	0.88
	outer	Adj	:	24	100	0.92
	outfit	NoC	%	11	92	0.91
	@	@	outfit	8	90	0.90
	@	@	outfits	3	74	0.89
	outlet	NoC	%	14	98	0.91
	@	@	outlet	6	95	0.89
	@	@	outlets	8	92	0.91
	outline	NoC	%	20	99	0.94
	@	@	outline	14	98	0.94
	@	@	outlines	6	91	0.93
	outline	Verb	%	28	98	0.94
	@	@	outline	5	89	0.91
	@	@	outlined	20	96	0.93
	@	@	outlines	1	30	0.79
	@	@	outlining	4	87	0.92
	outlook	NoC	%	12	95	0.92
	@	@	outlook	12	95	0.92
	@	@	outlooks	1	23	0.70
	output	NoC	%	62	96	0.86
	@	@	output	58	96	0.86
	@	@	outputs	4	54	0.80
	outside	Adj	:	37	100	0.96
	outside	Adv	:	53	100	0.92
	outside	Prep	:	116	100	0.97
	outsider	NoC	%	13	98	0.93
	@	@	outsider	6	94	0.91
	@	@	outsiders	7	96	0.91
	outstanding	Adj	:	30	97	0.93
	oven	NoC	%	16	94	0.88
	@	@	oven	13	88	0.87
	@	@	ovens	2	70	0.83
	over	Adv	:	584	100	0.89
	over	Prep	:	735	100	0.98
	over there	Adv	:	18	89	0.80
	overall	Adj	:	60	99	0.93
	overall	Adv	:	13	86	0.92
	overcome	Verb	%	34	100	0.95
	@	@	overcame	3	86	0.91
	@	@	overcome	26	100	0.95
	@	@	overcomes	1	53	0.87
	@	@	overcoming	4	84	0.91
	overlook	Verb	%	21	99	0.93
	@	@	overlook	4	91	0.91
	@	@	overlooked	8	95	0.95
	@	@	overlooking	8	95	0.90
	@	@	overlooks	2	62	0.85
	overnight	Adv	:	12	99	0.94
	overseas	Adj	:	26	93	0.90
	overseas	Adv	:	12	92	0.91
	overwhelming	Adj	:	14	97	0.95
	owe	Verb	%	37	100	0.95
	@	@	owe	13	100	0.93
	@	@	owed	16	99	0.92
	@	@	owes	6	95	0.93
	@	@	owing	2	75	0.90
	Owen	NoP	:	22	89	0.72
	owl	NoC	%	16	81	0.66
	@	@	owl	11	73	0.64
	@	@	owls	5	68	0.67
	own	DetP	:	695	100	0.97
	own	Verb	%	65	100	0.96
	@	@	own	16	100	0.95
	@	@	owned	36	100	0.95
	@	@	owning	4	91	0.92
	@	@	owns	10	99	0.93
	owner	NoC	%	87	100	0.93
	@	@	owner	50	100	0.91
	@	@	owners	38	100	0.93
	ownership	NoC	%	31	95	0.90
	@	@	ownership	31	95	0.90
	Oxford	NoP	%	86	100	0.77
	@	@	Oxford	86	100	0.77
	@	@	Oxfords	0	7	0.59
	Oxfordshire	NoP	:	16	85	0.60
	oxygen	NoC	%	19	95	0.85
	@	@	oxygen	19	95	0.85
	@	@	oxygens	0	7	0.55
	ozone	NoC	%	13	74	0.62
	@	@	ozone	13	74	0.62
	P / p	Lett	%	79	93	0.83
	p	NoC	%	148	79#	0.67#
	@	@	p	3	52	0.84
	@	@	p.	145	67	0.66
	@	@	ps	0	6	0.45
	P	NoP	%	24	88	0.82
	@	@	P	10	69	0.61
	@	@	P.	14	87	0.86
	pace	NoC	%	34	100	0.95
	@	@	pace	31	100	0.95
	@	@	paces	4	76	0.88
	Pacific	NoP	%	27	92	0.76
	@	@	Pacific	27	92	0.76
	pack	NoC	%	32	100	0.92
	@	@	pack	25	99	0.92
	@	@	packs	7	96	0.92
	pack	Verb	%	33	100	0.95
	@	@	pack	9	95	0.92
	@	@	packed	18	100	0.95
	@	@	packing	5	94	0.92
	package	NoC	%	72	100	0.73
	@	@	package	57	100	0.71
	@	@	packages	15	94	0.80
	packet	NoC	%	18	99	0.91
	@	@	packet	12	96	0.89
	@	@	packets	6	93	0.92
	pact	NoC	%	12	88	0.80
	@	@	pact	11	88	0.79
	@	@	pacts	1	35	0.76
	pad	NoC	%	11	97	0.91
	@	@	pad	7	94	0.90
	@	@	pads	4	88	0.89
	page	NoC	%	151	100	0.93
	@	@	page	106	100	0.91
	@	@	pages	44	100	0.95
	pain	NoC	%	84	100	0.93
	@	@	pain	73	100	0.93
	@	@	pains	11	99	0.86
	painful	Adj	:	19	99	0.94
	paint	NoC	%	26	97	0.90
	@	@	paint	22	96	0.91
	@	@	paints	3	75	0.79
	paint	Verb	%	44	100	0.94
	@	@	paint	13	99	0.91
	@	@	painted	24	99	0.93
	@	@	painting	5	91	0.92
	@	@	paints	3	81	0.89
	painter	NoC	%	20	94	0.85
	@	@	painter	12	92	0.86
	@	@	painters	7	80	0.81
	painting	NoC	%	71	100	0.83
	@	@	painting	38	100	0.87
	@	@	paintings	33	96	0.78
	pair	NoC	%	81	100	0.95
	@	@	pair	60	100	0.95
	@	@	pairs	21	98	0.91
	Pakistan	NoP	:	18	85	0.81
	palace	NoC	%	47	100	0.84
	@	@	palace	45	100	0.84
	@	@	palaces	3	69	0.86
	pale	Adj	%	38	97	0.88
	@	@	pale	35	97	0.88
	@	@	paler	2	56	0.74
	@	@	palest	0	25	0.79
	Palestinian	Adj	:	10	49	0.67
	palm	NoC	%	19	96	0.90
	@	@	palm	13	95	0.91
	@	@	palms	6	74	0.87
	pan	NoC	%	15	98	0.88
	@	@	pan	12	97	0.86
	@	@	pans	3	83	0.90
	panel	NoC	%	49	100	0.91
	@	@	panel	37	100	0.90
	@	@	panels	12	99	0.90
	panic	NoC	%	18	100	0.92
	@	@	panic	17	100	0.91
	@	@	panics	0	31	0.80
	paper	NoC	%	237	100	0.96
	@	@	paper	173	100	0.96
	@	@	papers	64	100	0.93
	para	NoC	%	10	70	0.72
	@	@	para	7	58	0.63
	@	@	para.	2	31	0.63
	@	@	paras	1	37	0.74
	parade	NoC	%	12	98	0.91
	@	@	parade	10	98	0.91
	@	@	parades	1	56	0.84
	paragraph	NoC	%	34	99	0.83
	@	@	paragraph	26	98	0.82
	@	@	paragraphs	8	89	0.84
	parallel	Adj	:	18	95	0.80
	parallel	NoC	%	14	92	0.91
	@	@	parallel	11	91	0.90
	@	@	parallels	3	74	0.90
	parameter	NoC	%	17	81	0.79
	@	@	parameter	6	49	0.65
	@	@	parameters	11	80	0.85
	parcel	NoC	%	12	100	0.92
	@	@	parcel	7	98	0.92
	@	@	parcels	5	88	0.88
	pardon	NoC	%	17	87	0.76
	@	@	pardon	17	87	0.75
	@	@	pardons	0	25	0.76
	parent	NoC	%	201	100	0.93
	@	@	parent	37	100	0.91
	@	@	parents	163	100	0.93
	parental	Adj	:	13	89	0.86
	Paris	NoP	:	61	100	0.91
	parish	NoC	%	46	100	0.87
	@	@	parish	39	100	0.86
	@	@	parishes	6	70	0.84
	park	NoC	%	118	100	0.90
	@	@	park	103	100	0.89
	@	@	parks	14	97	0.90
	park	Verb	%	19	95	0.90
	@	@	park	5	81	0.86
	@	@	parked	13	90	0.88
	@	@	parking	1	54	0.88
	@	@	parks	0	30	0.82
	Parker	NoP	%	11	93	0.87
	@	@	Parker	11	93	0.87
	parking	NoC	:	15	94	0.89
	parliament	NoC	%	101	100	0.88
	@	@	parliament	97	100	0.89
	@	@	parliaments	4	62	0.82
	parliamentary	Adj	:	43	92	0.87
	part	NoC	%	612	100	0.97
	@	@	part	496	100	0.97
	@	@	parts	116	100	0.95
	part	Verb	%	13	99	0.90
	@	@	part	3	92	0.92
	@	@	parted	8	93	0.87
	@	@	parting	2	69	0.88
	@	@	parts	0	15	0.76
	part-time	Adj	:	20	99	0.88
	partial	Adj	:	18	99	0.91
	partially	Adv	:	13	97	0.93
	participant	NoC	%	28	91	0.89
	@	@	participant	6	78	0.83
	@	@	participants	22	88	0.89
	participate	Verb	%	29	97	0.90
	@	@	participate	17	92	0.90
	@	@	participated	5	79	0.87
	@	@	participates	1	41	0.84
	@	@	participating	6	89	0.90
	participation	NoC	%	27	90	0.89
	@	@	participation	27	90	0.89
	particle	NoC	%	24	93	0.79
	@	@	particle	7	77	0.76
	@	@	particles	17	88	0.80
	particular	Adj	:	223	100	0.93
	particularly	Adv	:	220	100	0.95
	partly	Adv	:	57	100	0.95
	partner	NoC	%	88	100	0.88
	@	@	partner	49	100	0.89
	@	@	partners	39	100	0.85
	partnership	NoC	%	42	97	0.86
	@	@	partnership	35	97	0.86
	@	@	partnerships	7	71	0.78
	party	NoC	%	529	100	0.88
	@	@	parties	127	100	0.86
	@	@	party	403	100	0.88
	pass	NoC	%	24	100	0.94
	@	@	pass	18	100	0.93
	@	@	passes	6	95	0.92
	pass	Verb	%	204	100	0.97
	@	@	pass	58	100	0.97
	@	@	passed	107	100	0.95
	@	@	passes	13	99	0.93
	@	@	passing	27	100	0.96
	passage	NoC	%	52	100	0.92
	@	@	passage	40	100	0.92
	@	@	passages	11	98	0.90
	passenger	NoC	%	45	100	0.93
	@	@	passenger	20	100	0.93
	@	@	passengers	26	99	0.92
	passing	Adj	:	12	100	0.95
	passion	NoC	%	26	99	0.92
	@	@	passion	23	99	0.92
	@	@	passions	3	85	0.90
	passive	Adj	:	14	98	0.90
	passport	NoC	%	11	97	0.91
	@	@	passport	8	94	0.91
	@	@	passports	3	70	0.86
	past	Adj	:	89	100	0.93
	past	Adv	:	21	99	0.93
	past	NoC	%	86	100	0.97
	@	@	past	86	100	0.97
	@	@	pasts	0	25	0.82
	past	Prep	:	67	100	0.90
	Pat	NoP	%	18	92	0.90
	@	@	Pat	18	92	0.90
	patch	NoC	%	25	97	0.92
	@	@	patch	16	95	0.91
	@	@	patches	9	93	0.90
	patent	NoC	%	13	91	0.80
	@	@	patent	9	90	0.79
	@	@	patents	4	57	0.79
	path	NoC	%	76	100	0.93
	@	@	path	62	100	0.93
	@	@	paths	14	98	0.89
	patience	NoC	:	12	100	0.93
	patient	Adj	:	14	97	0.88
	patient	NoC	%	242	100	0.72
	@	@	patient	69	100	0.81
	@	@	patients	173	100	0.66
	Patrick	NoP	%	30	98	0.80
	@	@	Patrick	30	98	0.80
	patrol	NoC	%	11	87	0.87
	@	@	patrol	8	85	0.87
	@	@	patrols	3	67	0.85
	patron	NoC	%	12	94	0.91
	@	@	patron	8	90	0.90
	@	@	patrons	4	82	0.89
	pattern	NoC	%	149	100	0.91
	@	@	pattern	91	100	0.91
	@	@	patterns	58	99	0.90
	Paul	NoP	%	114	100	0.91
	@	@	Paul	114	100	0.91
	@	@	Pauls	0	10	0.57
	Paula	NoP	:	11	70	0.72
	pause	NoC	%	18	98	0.86
	@	@	pause	16	96	0.84
	@	@	pauses	2	65	0.84
	pause	Verb	%	33	96	0.84
	@	@	pause	4	88	0.92
	@	@	paused	25	81	0.81
	@	@	pauses	1	43	0.84
	@	@	pausing	3	75	0.86
	pavement	NoC	%	18	96	0.84
	@	@	pavement	14	94	0.86
	@	@	pavements	5	87	0.73
	pay	NoC	:	45	100	0.92
	pay	Verb	%	381	100	0.95
	@	@	paid	144	100	0.95
	@	@	pay	175	100	0.94
	@	@	payed	0	18	0.72
	@	@	paying	46	100	0.94
	@	@	pays	15	99	0.94
	payable	Adj	:	17	87	0.81
	payment	NoC	%	99	100	0.89
	@	@	payment	54	100	0.87
	@	@	payments	45	97	0.90
	pc	NoC	%	37	87	0.76
	@	@	p.c	1	3	0.15
	@	@	P.C.	8	19	0.34
	@	@	pc	23	83	0.76
	@	@	pc.	1	2	0.01
	@	@	pcs	4	48	0.71
	peace	NoC	%	89	100	0.89
	@	@	peace	89	100	0.89
	peaceful	Adj	:	17	99	0.91
	peak	NoC	%	38	98	0.92
	@	@	peak	28	97	0.92
	@	@	peaks	10	93	0.89
	peasant	NoC	%	33	97	0.83
	@	@	peasant	16	95	0.84
	@	@	peasants	17	90	0.82
	peculiar	Adj	:	14	99	0.94
	peer	NoC	%	13	97	0.92
	@	@	peer	5	86	0.89
	@	@	peers	8	92	0.91
	peer	Verb	%	18	88	0.84
	@	@	peer	3	79	0.89
	@	@	peered	9	54	0.81
	@	@	peering	6	73	0.84
	@	@	peers	0	9	0.66
	pen	NoC	%	25	99	0.93
	@	@	pen	20	99	0.92
	@	@	pens	5	93	0.92
	penalty	NoC	%	38	100	0.88
	@	@	penalties	11	92	0.90
	@	@	penalty	27	99	0.87
	pence	NoC	:	13	91	0.82
	pencil	NoC	%	14	97	0.93
	@	@	pencil	12	94	0.92
	@	@	pencils	3	82	0.89
	penetrate	Verb	%	12	95	0.94
	@	@	penetrate	6	93	0.92
	@	@	penetrated	4	85	0.93
	@	@	penetrates	1	47	0.86
	@	@	penetrating	2	72	0.91
	penny	NoC	%	15	98	0.92
	@	@	pennies	3	76	0.85
	@	@	penny	12	96	0.92
	pension	NoC	%	64	100	0.87
	@	@	pension	45	99	0.86
	@	@	pensions	19	92	0.88
	pensioner	NoC	%	20	93	0.85
	@	@	pensioner	6	73	0.84
	@	@	pensioners	14	91	0.85
	people	NoC	%	1256	100	0.95
	@	@	people	1241	100	0.95
	@	@	peoples	15	97	0.88
	pepper	NoC	%	11	87	0.80
	@	@	pepper	9	83	0.79
	@	@	peppers	2	50	0.82
	per	Prep	:	135	100	0.91
	per cent	NoC	%	384	100	0.88
	@	@	per cent	382	100	0.88
	@	@	per cent.	2	9	0.41
	perceive	Verb	%	29	98	0.92
	@	@	perceive	9	94	0.90
	@	@	perceived	17	95	0.92
	@	@	perceives	1	63	0.88
	@	@	perceiving	2	63	0.87
	percent	NoC	%	29	86	0.70
	@	@	percent	29	86	0.70
	percentage	NoC	%	32	98	0.91
	@	@	percentage	28	98	0.91
	@	@	percentages	4	76	0.87
	perception	NoC	%	33	99	0.90
	@	@	perception	22	99	0.90
	@	@	perceptions	12	90	0.85
	perfect	Adj	:	56	99	0.95
	perfectly	Adv	:	44	100	0.95
	perform	Verb	%	88	100	0.92
	@	@	perform	32	100	0.93
	@	@	performed	39	98	0.86
	@	@	performing	13	98	0.94
	@	@	performs	4	82	0.91
	performance	NoC	%	146	100	0.93
	@	@	performance	130	100	0.93
	@	@	performances	16	97	0.87
	performer	NoC	%	11	93	0.89
	@	@	performer	5	86	0.89
	@	@	performers	6	82	0.87
	perhaps	Adv	:	350	100	0.96
	period	NoC	%	283	100	0.93
	@	@	period	243	100	0.93
	@	@	periods	40	100	0.92
	permanent	Adj	:	45	100	0.94
	permanently	Adv	:	12	100	0.94
	permission	NoC	%	34	100	0.93
	@	@	permission	32	100	0.93
	@	@	permissions	2	32	0.60
	permit	Verb	%	45	98	0.92
	@	@	permit	14	96	0.92
	@	@	permits	5	81	0.90
	@	@	permitted	21	96	0.92
	@	@	permitting	5	87	0.91
	persist	Verb	%	18	99	0.94
	@	@	persist	5	90	0.93
	@	@	persisted	9	94	0.91
	@	@	persisting	1	51	0.84
	@	@	persists	3	74	0.90
	persistent	Adj	:	13	98	0.93
	person	NoC	%	290	100	0.93
	@	@	person	250	100	0.93
	@	@	persons	40	99	0.87
	personal	Adj	:	176	100	0.94
	personality	NoC	%	37	100	0.94
	@	@	personalities	7	96	0.93
	@	@	personality	29	100	0.94
	personally	Adv	:	27	100	0.96
	personnel	NoC	%	33	98	0.88
	@	@	personnel	33	98	0.88
	perspective	NoC	%	38	99	0.91
